customer_id,gender,tenure,monthly_charges,contract_type,internet_service,churn
2559,Female,38,1515.9,One year,Fiber,Yes
2560,Female,60,591.01,Two year,Fiber,No
2561,Female,41,477.62,One year,DSL,No
2562,Female,17,703.78,Two year,DSL,No
2563,Female,22,945.83,One year,Fiber,No
2564,Male,53,1109.04,Two year,DSL,No
2565,Female,29,375.77,Two year,DSL,No
2566,Female,57,1949.97,Two year,None,Yes
2567,Female,67,1517.31,Two year,None,Yes
2568,Female,66,849.43,Two year,DSL,No
2569,Female,70,841.79,Two year,DSL,No
2570,Male,17,1062.52,Two year,None,No
2571,Female,6,1364.62,Two year,DSL,No
2572,Male,39,548.83,Two year,None,No
2573,Male,69,621.18,One year,None,No
2574,Male,64,1761.04,One year,Fiber,No
2575,Male,67,735.63,Month-to-month,None,No
2576,Female,48,946.33,Two year,Fiber,Yes
2577,Male,51,1781.16,One year,Fiber,No
2578,Male,28,1427.35,One year,None,No
2579,Female,20,880.91,One year,DSL,No
2580,Female,8,1462.29,One year,None,No
2581,Female,46,333.46,One year,Fiber,Yes
2582,Male,41,1550.59,One year,None,No
2583,Female,50,1127.93,Month-to-month,None,Yes
2584,Female,55,1682.41,One year,Fiber,No
2585,Male,50,1922.88,Month-to-month,None,Yes
2586,Female,69,1873.84,Month-to-month,None,No
2587,Female,19,1845.75,Two year,Fiber,No
2588,Female,26,1170.69,Two year,DSL,No
2589,Female,37,912.24,Two year,Fiber,No
2590,Male,71,1090.56,One year,Fiber,No
2591,Female,64,1472.82,Two year,None,No
2592,Female,53,1802.8,One year,Fiber,Yes
2593,Male,23,651.88,One year,None,No
2594,Female,46,1860.93,Two year,None,No
2595,Male,70,1685.81,Two year,None,No
2596,Female,62,1964.06,Month-to-month,Fiber,No
2597,Male,56,1796.43,Month-to-month,Fiber,No
2598,Male,54,775.89,One year,None,No
2599,Male,59,480.13,One year,DSL,No
2600,Male,61,490.81,Two year,DSL,Yes
2601,Female,29,795.08,Two year,Fiber,No
2602,Male,21,1344.11,Month-to-month,None,No
2603,Female,28,1667.34,Two year,None,No
2604,Male,40,1828.73,One year,Fiber,No
2605,Male,41,1360.38,Two year,DSL,No
2606,Male,64,309.57,Month-to-month,Fiber,No
2607,Female,30,616.74,One year,Fiber,No
2608,Male,29,469.53,Month-to-month,None,No
2609,Female,17,917.65,Month-to-month,Fiber,No
2610,Female,16,1152.3,One year,DSL,No
2611,Female,37,373.78,Month-to-month,Fiber,No
2612,Female,13,892.41,Two year,None,No
2613,Female,55,604.61,Two year,DSL,No
2614,Female,21,1400.02,Month-to-month,None,Yes
2615,Female,66,1089.26,Two year,Fiber,Yes
2616,Female,55,1142.04,Month-to-month,Fiber,No
2617,Female,18,1027.08,Two year,Fiber,No
2618,Male,56,1925.23,Month-to-month,None,No
2619,Male,43,665.05,Two year,Fiber,No
2620,Male,34,1178.33,One year,DSL,Yes
2621,Male,0,1551.23,One year,DSL,No
2622,Male,51,1246.64,Two year,None,Yes
2623,Female,69,1879.34,Month-to-month,None,No
2624,Female,36,942.55,Two year,None,Yes
2625,Female,64,1088.25,Month-to-month,Fiber,Yes
2626,Female,50,450.49,Two year,DSL,Yes
2627,Female,0,1335.3,Two year,DSL,No
2628,Female,20,789.96,One year,DSL,Yes
2629,Female,52,572.53,Month-to-month,None,No
2630,Male,15,1225.7,Month-to-month,None,Yes
2631,Male,60,1204.93,Month-to-month,Fiber,No
2632,Male,53,428.98,Month-to-month,None,No
2633,Male,39,1486.97,Month-to-month,DSL,Yes
2634,Female,25,1360.41,One year,Fiber,Yes
2635,Female,64,621.33,Two year,None,Yes
2636,Female,63,1098.04,Month-to-month,None,No
2637,Male,42,1524.55,Month-to-month,DSL,Yes
2638,Female,16,1200.04,Two year,Fiber,Yes
2639,Female,58,972.33,One year,None,No
2640,Female,22,847.98,One year,None,Yes
2641,Male,6,1337.67,One year,Fiber,No
2642,Female,43,1896.48,Two year,Fiber,No
2643,Male,52,1441.97,Two year,None,No
2644,Male,70,427.07,One year,None,No
2645,Male,33,1083.16,One year,DSL,No
2646,Male,45,1814.4,Two year,Fiber,No
2647,Female,67,460.59,One year,None,No
2648,Male,15,1981.09,Month-to-month,None,No
2649,Male,70,1913.42,Two year,None,No
2650,Female,18,433.07,One year,None,No
2651,Female,1,1886.8,Month-to-month,DSL,No
2652,Male,9,917.33,Two year,Fiber,No
2653,Female,49,1736.01,Two year,None,Yes
2654,Male,11,1011.25,Month-to-month,Fiber,Yes
2655,Male,69,1049.45,Two year,Fiber,No
2656,Male,21,1378.21,One year,None,No
2657,Male,31,1616.61,Two year,None,No
2658,Female,0,357.44,One year,None,No
2659,Male,53,1308.37,Month-to-month,DSL,Yes
2660,Female,57,617.45,Month-to-month,None,No
2661,Female,69,888.11,Two year,Fiber,No
2662,Female,17,891.55,Month-to-month,Fiber,No
2663,Female,5,1097.4,Month-to-month,DSL,Yes
2664,Male,44,868.03,Two year,None,No
2665,Female,22,482.51,One year,None,No
2666,Male,22,547.57,Two year,DSL,No
2667,Female,25,356.84,Two year,DSL,No
2668,Female,6,1099.42,One year,None,Yes
2669,Male,43,1922.56,One year,None,No
2670,Male,26,496.65,One year,Fiber,No
2671,Male,25,1908.65,Two year,None,No
2672,Female,35,1546.71,One year,None,No
2673,Female,54,1383.75,Month-to-month,Fiber,No
2674,Male,63,1396.97,One year,Fiber,No
2675,Male,56,1705.44,Month-to-month,Fiber,No
2676,Male,68,481.76,One year,Fiber,No
2677,Male,60,1158.08,Month-to-month,DSL,No
2678,Female,1,1485.05,Month-to-month,Fiber,Yes
2679,Male,54,1297.59,Month-to-month,DSL,Yes
2680,Male,37,1715.72,Month-to-month,Fiber,Yes
2681,Male,28,422.86,Month-to-month,Fiber,No
2682,Male,25,1474.19,One year,Fiber,No
2683,Female,34,1207.85,Two year,None,No
2684,Male,66,944.57,Two year,DSL,No
2685,Female,28,878.47,Two year,Fiber,Yes
2686,Male,33,1355.42,Two year,None,Yes
2687,Male,40,1814.69,Two year,DSL,Yes
2688,Female,40,1143.5,Month-to-month,DSL,No
2689,Male,22,1702.03,One year,None,Yes
2690,Female,70,983.67,Month-to-month,DSL,Yes
2691,Female,2,474.07,One year,None,No
2692,Male,57,404.56,One year,Fiber,No
2693,Female,31,387.27,One year,None,No
2694,Female,30,946.26,One year,DSL,No
2695,Female,42,873.3,Two year,DSL,Yes
2696,Female,6,1520.49,One year,Fiber,No
2697,Female,0,1562.8,One year,None,No
2698,Female,60,386.45,Two year,Fiber,No
2699,Female,13,675.91,Month-to-month,None,No
2700,Female,51,766.25,Month-to-month,None,No
2701,Male,5,1230.94,Month-to-month,None,Yes
2702,Male,9,545.68,Month-to-month,Fiber,No
2703,Female,70,527.7,One year,Fiber,Yes
2704,Male,29,1904.44,Two year,DSL,Yes
2705,Female,20,1667.14,Two year,Fiber,No
2706,Female,59,607.11,Month-to-month,None,Yes
2707,Male,62,991.17,Two year,None,No
2708,Female,41,904.56,One year,None,No
2709,Female,50,1644.71,Month-to-month,Fiber,No
2710,Female,63,1167.36,One year,DSL,No
2711,Female,55,517.34,One year,Fiber,No
2712,Male,40,1556.29,One year,DSL,Yes
2713,Female,31,974.71,One year,Fiber,No
2714,Female,14,746.97,One year,None,No
2715,Female,61,938.35,Month-to-month,DSL,Yes
2716,Male,26,1146.19,One year,Fiber,Yes
2717,Female,27,883.3,Month-to-month,None,No
2718,Male,63,711.24,Two year,DSL,No
2719,Male,58,977.45,One year,DSL,No
2720,Female,57,332.59,One year,None,No
2721,Female,1,1613.25,Two year,None,No
2722,Male,35,590.61,Month-to-month,Fiber,Yes
2723,Female,70,374.64,One year,Fiber,No
2724,Male,12,1411.29,Two year,None,No
2725,Male,14,1615.69,Two year,Fiber,Yes
2726,Female,59,1683.51,One year,None,No
2727,Female,21,1138.97,Month-to-month,None,No
2728,Male,62,649.13,Month-to-month,Fiber,No
2729,Male,24,1553.29,One year,Fiber,Yes
2730,Male,47,1489.51,Two year,DSL,Yes
2731,Male,42,718.66,One year,DSL,Yes
2732,Female,37,1835.79,Month-to-month,Fiber,No
2733,Female,40,477.43,Two year,Fiber,Yes
2734,Female,44,1970.57,One year,Fiber,No
2735,Female,39,1762.42,Two year,DSL,No
2736,Female,16,1469.43,Month-to-month,Fiber,No
2737,Male,56,1895.87,Month-to-month,DSL,No
2738,Female,1,1527.93,Month-to-month,DSL,No
2739,Female,61,623.78,One year,DSL,No
2740,Female,8,1051.67,Two year,DSL,No
2741,Female,67,421.56,One year,None,No
2742,Female,16,962.42,One year,Fiber,Yes
2743,Male,49,1560.73,One year,Fiber,Yes
2744,Male,39,956.95,One year,None,No
2745,Male,57,861.5,Two year,Fiber,No
2746,Female,20,1312.1,Two year,DSL,No
2747,Male,17,1782.75,One year,None,No
2748,Male,54,380.89,One year,DSL,Yes
2749,Female,28,955.3,Month-to-month,None,No
2750,Female,23,569.01,Month-to-month,DSL,No
2751,Female,16,1482.1,Two year,Fiber,No
2752,Male,17,479.73,Month-to-month,Fiber,Yes
2753,Male,41,1430.17,Two year,Fiber,No
2754,Female,44,786.51,Two year,None,No
2755,Female,16,638.16,Two year,Fiber,No
2756,Male,72,1891.8,Month-to-month,None,Yes
2757,Male,13,331.49,Month-to-month,DSL,Yes
2758,Female,48,1044.22,Two year,Fiber,No
2759,Female,28,336.77,Two year,DSL,Yes
2760,Male,3,1122.11,One year,Fiber,Yes
2761,Female,19,1151.78,Two year,DSL,Yes
2762,Male,46,846.83,Two year,None,Yes
2763,Male,8,524.68,One year,Fiber,No
2764,Male,26,939.86,Two year,None,No
2765,Male,14,1442.85,Two year,None,Yes
2766,Female,18,1630.07,Two year,DSL,No
2767,Female,51,1202.28,One year,Fiber,Yes
2768,Male,25,1302.72,Month-to-month,None,No
2769,Male,25,641.05,Two year,DSL,No
2770,Male,25,788.46,One year,DSL,No
2771,Male,45,575.22,Two year,DSL,Yes
2772,Male,48,723.8,One year,Fiber,No
2773,Female,52,682.31,Two year,Fiber,No
2774,Female,2,1183.06,One year,DSL,Yes
2775,Female,65,1256.57,Month-to-month,Fiber,Yes
2776,Female,41,1906.41,Month-to-month,DSL,No
2777,Male,18,632.47,Month-to-month,Fiber,No
2778,Male,16,1390.85,Two year,Fiber,No
2779,Male,32,1689.34,One year,DSL,Yes
2780,Male,48,1252.41,Two year,DSL,No
2781,Male,55,733.51,Two year,Fiber,No
2782,Female,62,746.34,One year,DSL,No
2783,Male,2,366.73,Two year,DSL,No
2784,Female,48,819.26,One year,DSL,No
2785,Female,54,1565.83,One year,DSL,No
2786,Female,25,380.78,Month-to-month,Fiber,Yes
2787,Female,71,672.8,Month-to-month,None,No
2788,Male,51,1500.6,Month-to-month,Fiber,No
2789,Female,6,1630.51,One year,DSL,No
2790,Female,45,1074.04,Month-to-month,DSL,Yes
2791,Female,45,1486.73,One year,Fiber,No
2792,Male,15,959.52,Two year,DSL,No
2793,Male,23,571.85,Month-to-month,Fiber,No
2794,Male,60,976.85,One year,None,No
2795,Female,53,1285.95,One year,DSL,Yes
2796,Female,61,1911.69,One year,None,No
2797,Male,0,416.88,One year,None,No
2798,Female,48,1162.57,Month-to-month,DSL,Yes
2799,Male,24,859.16,Month-to-month,DSL,No
2800,Male,9,1164.13,Month-to-month,Fiber,No
2801,Female,15,340.76,One year,Fiber,No
2802,Female,57,832.14,Two year,DSL,No
2803,Female,71,1693.78,One year,Fiber,No
2804,Female,28,1241.7,Two year,None,No
2805,Male,5,1065.99,Month-to-month,None,Yes
2806,Male,15,785.39,One year,DSL,No
2807,Male,19,806.67,One year,Fiber,No
2808,Male,70,951.27,Month-to-month,DSL,No
2809,Male,42,1720.47,One year,None,No
2810,Female,25,1944.26,Two year,DSL,Yes
2811,Male,70,1045.71,Two year,DSL,No
2812,Male,32,968.7,Two year,DSL,Yes
2813,Male,25,1739.14,One year,DSL,No
2814,Female,44,1025.74,One year,None,No
2815,Female,62,1238.43,Two year,DSL,No
2816,Female,66,692.6,One year,DSL,No
2817,Female,51,1563.95,Two year,Fiber,No
2818,Male,67,1204.38,Month-to-month,DSL,Yes
2819,Male,25,1675.36,Two year,Fiber,No
2820,Female,1,1627.25,Month-to-month,DSL,Yes
2821,Female,13,665.51,Month-to-month,Fiber,No
2822,Male,29,1516.58,Month-to-month,DSL,No
2823,Male,48,1660.09,Two year,Fiber,No
2824,Female,11,888.38,Two year,DSL,No
2825,Female,43,593.44,One year,DSL,Yes
2826,Female,32,304.47,One year,Fiber,No
2827,Female,12,1066.54,Month-to-month,DSL,Yes
2828,Male,25,899.14,Two year,DSL,No
2829,Male,20,1243.35,One year,DSL,Yes
2830,Male,27,619.67,One year,DSL,Yes
2831,Female,47,1761.43,One year,None,No
2832,Female,39,738.18,Two year,DSL,No
2833,Male,65,684.93,One year,None,No
2834,Male,72,1117.21,Month-to-month,None,No
2835,Male,22,1148.05,Two year,DSL,No
2836,Male,47,665.64,One year,Fiber,No
2837,Female,1,762.16,One year,Fiber,No
2838,Male,19,588.5,Two year,DSL,Yes
2839,Male,58,1521.38,One year,None,No
2840,Male,45,1609.15,One year,Fiber,Yes
2841,Male,2,1085.96,Month-to-month,DSL,No
2842,Male,54,1513.95,Two year,DSL,No
2843,Male,11,1551.09,One year,None,No
2844,Male,39,535.07,Two year,Fiber,No
2845,Female,65,1942.5,Two year,DSL,Yes
2846,Female,15,1695.75,Month-to-month,Fiber,Yes
2847,Female,33,647.62,Month-to-month,DSL,No
2848,Female,43,616.48,Two year,DSL,Yes
2849,Male,5,513.62,Month-to-month,DSL,No
2850,Female,63,535.24,Month-to-month,None,Yes
2851,Female,21,1571.88,One year,None,No
2852,Male,17,1098.41,Month-to-month,None,Yes
2853,Male,11,1630.99,Month-to-month,Fiber,Yes
2854,Female,51,1568.63,One year,None,No
2855,Female,50,1327.84,One year,None,No
2856,Male,70,1466.82,Two year,Fiber,No
2857,Female,47,331.2,Month-to-month,Fiber,No
2858,Male,18,830.02,One year,Fiber,Yes
2859,Male,5,1384.3,Month-to-month,Fiber,Yes
2860,Male,26,315.89,Two year,None,Yes
2861,Male,52,356.06,Month-to-month,None,No
2862,Female,47,1748.21,Month-to-month,Fiber,No
2863,Male,6,1462.84,Month-to-month,None,No
2864,Male,58,751.13,One year,DSL,Yes
2865,Female,68,1469.54,One year,None,No
2866,Male,10,1647.18,Two year,DSL,No
2867,Female,14,821.55,Month-to-month,Fiber,No
2868,Female,63,361.26,Two year,Fiber,No
2869,Female,2,1885.72,Two year,None,No
2870,Male,68,886.81,One year,Fiber,No
2871,Female,22,481.02,Month-to-month,None,Yes
2872,Female,52,1136.16,Month-to-month,None,No
2873,Male,36,1606.4,Two year,None,Yes
2874,Female,8,676.8,Month-to-month,None,No
2875,Female,14,758.13,One year,DSL,Yes
2876,Female,2,712.62,Two year,DSL,No
2877,Female,69,1985.84,Two year,Fiber,Yes
2878,Female,16,635.59,One year,DSL,Yes
2879,Male,25,1278.38,One year,Fiber,No
2880,Female,20,1872.95,One year,Fiber,Yes
2881,Female,71,549.72,One year,None,No
2882,Male,20,1950.45,One year,None,Yes
2883,Male,10,1910.71,One year,None,No
2884,Male,37,1803.77,Two year,None,Yes
2885,Female,71,664.75,Month-to-month,None,Yes
2886,Male,34,1377.89,Month-to-month,None,No
2887,Female,13,1593.52,Two year,DSL,No
2888,Female,13,1976.25,Month-to-month,Fiber,Yes
2889,Male,9,606.72,Month-to-month,Fiber,Yes
2890,Male,11,1602.24,Two year,None,Yes
2891,Female,37,875.96,Month-to-month,DSL,No
2892,Male,33,598.56,Month-to-month,None,No
2893,Female,40,1016.34,Two year,DSL,No
2894,Male,9,1649.52,Month-to-month,DSL,No
2895,Male,16,1090.24,One year,Fiber,No
2896,Male,16,1213.79,Two year,Fiber,No
2897,Female,66,1991.77,Month-to-month,DSL,No
2898,Male,61,978.49,Month-to-month,Fiber,No
2899,Female,0,1346.18,One year,DSL,No
2900,Female,11,920.92,Two year,DSL,Yes
2901,Female,3,967.74,Two year,DSL,No
2902,Female,41,1482.59,Month-to-month,Fiber,No
2903,Male,12,1894.41,One year,None,No
2904,Female,3,1222.01,One year,Fiber,No
2905,Female,68,1606.28,One year,None,Yes
2906,Male,18,451.65,One year,Fiber,No
2907,Female,1,658.97,One year,Fiber,Yes
2908,Male,11,1153.62,One year,None,No
2909,Female,5,334.02,Two year,DSL,Yes
2910,Male,7,729.85,Month-to-month,None,No
2911,Female,50,1179.58,Month-to-month,DSL,No
2912,Male,10,325.43,One year,DSL,Yes
2913,Female,62,749.73,Two year,Fiber,No
2914,Female,56,1173.85,Two year,Fiber,Yes
2915,Male,11,1274.35,One year,Fiber,No
2916,Male,72,1873.78,Month-to-month,Fiber,Yes
2917,Male,1,1397.09,One year,Fiber,Yes
2918,Male,7,1005.05,Two year,None,Yes
2919,Female,10,1881.6,One year,None,No
2920,Female,52,1634.3,Month-to-month,None,No
2921,Male,9,640.02,Month-to-month,None,Yes
2922,Female,7,522.43,Two year,Fiber,Yes
2923,Male,35,1448.88,One year,None,No
2924,Male,13,1251.8,One year,None,No
2925,Female,53,1642.45,Two year,DSL,No
2926,Female,20,1555.97,One year,Fiber,Yes
2927,Female,49,1362.86,Two year,None,No
2928,Female,38,1976.85,One year,None,No
2929,Female,19,1207.1,Month-to-month,None,No
2930,Female,6,492.28,Two year,Fiber,Yes
2931,Female,8,1708.07,One year,None,Yes
2932,Male,0,728.15,One year,DSL,No
2933,Male,25,1621.41,One year,Fiber,No
2934,Male,37,1927.08,Two year,DSL,Yes
2935,Male,37,1484.55,Month-to-month,Fiber,Yes
2936,Male,60,1313.25,One year,None,No
2937,Female,43,1082.66,Two year,Fiber,Yes
2938,Male,43,919.5,One year,Fiber,No
2939,Male,61,900.11,Month-to-month,Fiber,Yes
2940,Male,5,1381.83,Month-to-month,DSL,No
2941,Male,16,1577.16,Month-to-month,Fiber,No
2942,Male,50,1453.48,Two year,None,Yes
2943,Male,37,637.3,One year,Fiber,No
2944,Male,23,1139.78,Two year,Fiber,No
2945,Female,50,1645.79,One year,None,No
2946,Female,9,1108.7,Two year,None,No
2947,Male,71,1212.26,One year,DSL,Yes
2948,Female,20,1610.93,Two year,None,No
2949,Female,69,1424.15,One year,None,No
2950,Female,56,995.89,Two year,None,No
2951,Female,38,1822.2,Month-to-month,Fiber,No
2952,Male,32,576.36,Two year,DSL,No
2953,Female,58,1992.38,Month-to-month,None,Yes
2954,Female,17,502.05,Month-to-month,None,No
2955,Female,55,325.41,One year,None,Yes
2956,Male,56,1813.03,Month-to-month,Fiber,No
2957,Male,47,716.42,Month-to-month,Fiber,No
2958,Male,41,1540.49,One year,DSL,No
2959,Male,26,1678.73,Two year,DSL,No
2960,Male,51,1760.28,Two year,Fiber,Yes
2961,Male,41,1985.71,Month-to-month,None,No
2962,Male,31,799.87,Two year,None,No
2963,Female,25,1507.41,Month-to-month,DSL,Yes
2964,Female,24,496.18,Two year,None,No
2965,Female,22,991.58,Two year,Fiber,No
2966,Male,56,1741.55,Two year,DSL,Yes
2967,Male,51,925.02,Month-to-month,Fiber,No
2968,Male,30,1304.86,One year,Fiber,Yes
2969,Male,63,1156.41,Two year,None,No
2970,Male,70,1398.12,Two year,Fiber,No
2971,Female,32,1953.92,Two year,Fiber,No
2972,Female,1,394.75,Month-to-month,None,No
2973,Male,17,1275.73,One year,Fiber,No
2974,Male,46,1767.15,Month-to-month,None,No
2975,Male,32,1118.35,Two year,Fiber,Yes
2976,Male,34,433.5,Month-to-month,None,Yes
2977,Female,50,1252.92,Two year,None,No
2978,Male,17,864.53,Two year,DSL,No
2979,Male,71,563.4,Month-to-month,Fiber,No
2980,Male,29,1743.36,Two year,Fiber,Yes
2981,Male,43,1186.72,Two year,DSL,No
2982,Female,52,1886.57,One year,None,No
2983,Male,9,1670.23,Month-to-month,None,No
2984,Male,51,1478.05,Month-to-month,DSL,Yes
2985,Female,48,308.54,Two year,DSL,No
2986,Female,10,1027.3,Two year,None,No
2987,Female,65,635.73,Month-to-month,None,No
2988,Male,57,1848.36,Month-to-month,DSL,Yes
2989,Male,35,596.79,Month-to-month,Fiber,Yes
2990,Female,32,786.3,Two year,None,Yes
2991,Female,46,1178.62,One year,DSL,Yes
2992,Female,12,747.72,One year,Fiber,No
2993,Female,39,656.77,Two year,Fiber,No
2994,Female,67,1318.47,Two year,Fiber,Yes
2995,Female,41,451.18,Two year,Fiber,No
2996,Male,18,398.89,Month-to-month,DSL,No
2997,Male,18,932.82,Two year,None,Yes
2998,Male,57,1525.13,Month-to-month,Fiber,Yes
2999,Female,22,1243.17,One year,Fiber,Yes
3000,Female,53,1018.89,Two year,DSL,Yes
3001,Female,64,1261.78,Two year,Fiber,No
3002,Female,11,921.27,Month-to-month,DSL,Yes
3003,Female,23,1891.45,Month-to-month,DSL,No
3004,Female,33,393.34,Month-to-month,None,Yes
3005,Male,52,1444.77,One year,Fiber,No
3006,Male,7,1815.18,One year,None,No
3007,Female,17,1666.6,Two year,DSL,Yes
3008,Male,56,612.87,Two year,Fiber,No
3009,Female,4,803.07,Month-to-month,DSL,No
3010,Male,25,1518.98,One year,DSL,No
3011,Female,29,443.26,Two year,DSL,No
3012,Female,53,1680.16,Month-to-month,Fiber,No
3013,Male,12,1522.14,Month-to-month,DSL,No
3014,Male,28,1540.33,One year,DSL,No
3015,Female,2,470.41,One year,Fiber,No
3016,Female,57,1520.19,Two year,None,Yes
3017,Male,1,1455.69,Two year,DSL,No
3018,Male,27,1712.57,Month-to-month,None,No
3019,Female,1,370.71,Month-to-month,None,Yes
3020,Male,6,339.29,Month-to-month,None,No
3021,Female,25,934.11,Two year,None,No
3022,Female,15,552.94,One year,None,Yes
3023,Female,22,1249.25,Two year,None,Yes
3024,Female,39,1859.49,One year,Fiber,Yes
3025,Male,59,965.52,Two year,Fiber,Yes
3026,Male,72,1736.42,Two year,None,No
3027,Male,31,300.41,One year,Fiber,Yes
3028,Male,14,586.47,Two year,Fiber,Yes
3029,Male,12,351.72,Two year,None,Yes
3030,Male,4,857.85,Month-to-month,None,No
3031,Male,51,1843.92,One year,DSL,Yes
3032,Female,40,464.82,One year,Fiber,No
3033,Male,52,1330.9,Month-to-month,None,Yes
3034,Male,49,1067.54,One year,Fiber,No
3035,Female,14,1895.4,Month-to-month,Fiber,Yes
3036,Male,6,508.28,One year,Fiber,No
3037,Male,39,660.45,One year,DSL,No
3038,Female,27,350.22,One year,None,Yes
3039,Male,31,1037.69,One year,Fiber,No
3040,Male,14,772.32,Month-to-month,None,No
3041,Male,69,1778.84,Month-to-month,Fiber,No
3042,Female,64,1328.4,One year,None,Yes
3043,Male,3,1343.95,Two year,None,No
3044,Male,10,1204.25,Month-to-month,None,No
3045,Female,25,456.15,One year,Fiber,No
3046,Male,60,1056.53,Month-to-month,DSL,Yes
3047,Female,36,1999.16,Two year,None,No
3048,Female,22,1719.89,Two year,DSL,No
3049,Male,39,1818.88,Two year,None,No
3050,Female,22,1699.48,One year,DSL,No
3051,Female,15,475.17,One year,None,Yes
3052,Male,60,686.66,Two year,DSL,Yes
3053,Female,67,305.31,Month-to-month,None,No
3054,Female,30,815.97,Month-to-month,None,No
3055,Male,52,484.63,Two year,DSL,No
3056,Male,24,1103.75,One year,None,Yes
3057,Male,43,1451.12,Month-to-month,Fiber,No
3058,Female,11,1786.66,Month-to-month,None,Yes
3059,Male,8,1573.67,Month-to-month,None,No
3060,Female,11,1895.6,One year,Fiber,No
3061,Female,68,391.63,Two year,Fiber,No
3062,Female,53,320.71,One year,Fiber,Yes
3063,Female,53,1424.27,Month-to-month,DSL,Yes
3064,Female,27,791.9,Two year,Fiber,No
3065,Female,55,730.95,One year,DSL,No
3066,Female,68,862.51,Two year,Fiber,No
3067,Male,57,758.65,Month-to-month,DSL,Yes
3068,Male,41,1169.44,One year,Fiber,No
3069,Female,37,1048.25,Two year,Fiber,No
3070,Female,67,1171.13,One year,None,No
3071,Male,52,1443.61,Month-to-month,Fiber,Yes
3072,Female,32,958.12,Two year,None,No
3073,Male,70,727.22,Month-to-month,Fiber,No
3074,Male,55,582.54,Two year,Fiber,No
3075,Male,71,894.11,Month-to-month,None,Yes
3076,Female,50,1561.07,Month-to-month,None,No
3077,Female,42,1586.4,One year,DSL,No
3078,Male,14,1433.74,Month-to-month,None,No
3079,Male,37,697.85,One year,DSL,No
3080,Male,14,1299.75,Month-to-month,Fiber,No
3081,Male,4,1270.17,Month-to-month,None,Yes
3082,Male,53,1123.25,Month-to-month,None,No
3083,Female,50,1234.96,Two year,Fiber,No
3084,Male,9,1136.04,One year,Fiber,No
3085,Female,11,1261.28,Two year,Fiber,No
3086,Male,3,1516.36,One year,Fiber,No
3087,Female,17,486.37,Month-to-month,None,Yes
3088,Female,35,1574.36,Two year,Fiber,No
3089,Female,24,531.01,One year,Fiber,Yes
3090,Female,35,413.27,Month-to-month,None,No
3091,Female,66,1959.34,One year,DSL,No
3092,Female,8,1926.89,One year,None,No
3093,Male,60,402.74,Month-to-month,DSL,No
3094,Female,52,1053.53,Two year,Fiber,No
3095,Male,17,616.62,Month-to-month,None,No
3096,Female,42,1125.09,Two year,Fiber,No
3097,Female,34,1711.3,One year,None,No
3098,Male,62,1916.04,One year,DSL,No
3099,Female,3,1378.23,One year,None,No
3100,Male,40,901.64,Two year,Fiber,Yes
3101,Male,44,1325.65,Month-to-month,None,No
3102,Male,49,830.4,Two year,Fiber,No
3103,Male,27,1846.7,One year,None,No
3104,Female,41,1779.68,One year,DSL,Yes
3105,Female,68,1248.99,Month-to-month,None,No
3106,Male,0,852.16,Two year,None,Yes
3107,Female,38,798.76,One year,None,No
3108,Female,16,356.81,Two year,None,No
3109,Male,34,1686.9,Two year,DSL,No
3110,Female,45,1065.65,Month-to-month,Fiber,Yes
3111,Male,41,852.73,Month-to-month,None,Yes
3112,Male,38,1100.89,One year,None,Yes
3113,Female,48,1691.85,Month-to-month,None,No
3114,Female,61,511.84,Two year,DSL,Yes
3115,Female,37,1758.02,Month-to-month,Fiber,No
3116,Male,22,1825.77,Two year,Fiber,Yes
3117,Male,21,1909.4,One year,None,No
3118,Female,3,975.73,Two year,None,Yes
3119,Female,48,669.14,Month-to-month,Fiber,Yes
3120,Female,58,935.19,Month-to-month,None,No
3121,Female,72,865.95,One year,None,No
3122,Male,67,599.46,Month-to-month,None,No
3123,Female,70,1332.35,One year,DSL,No
3124,Male,1,1110.26,One year,DSL,No
3125,Male,48,1771.69,Month-to-month,Fiber,Yes
3126,Female,30,354.59,Two year,DSL,No
3127,Female,39,1394.58,One year,DSL,No
3128,Female,47,1597.01,Two year,Fiber,No
3129,Male,50,1591.13,Month-to-month,DSL,No
3130,Female,42,1806.33,Two year,Fiber,No
3131,Female,54,1539.36,Two year,None,No
3132,Male,48,1877.28,Two year,Fiber,No
3133,Female,56,865.52,Two year,Fiber,No
3134,Male,14,1155.46,Month-to-month,Fiber,Yes
3135,Female,26,323.94,Month-to-month,None,No
3136,Male,67,311.83,Two year,None,Yes
3137,Female,63,708.22,Month-to-month,None,Yes
3138,Female,29,471.37,Month-to-month,Fiber,No
3139,Male,35,742.36,One year,Fiber,No
3140,Male,66,600.97,Month-to-month,Fiber,No
3141,Female,48,348.48,Two year,Fiber,Yes
3142,Male,54,1845.82,Month-to-month,Fiber,No
3143,Male,55,313.98,Month-to-month,Fiber,Yes
3144,Male,67,1551.34,Month-to-month,Fiber,No
3145,Male,43,558.65,Month-to-month,DSL,No
3146,Female,30,1850.79,One year,None,No
3147,Female,57,1817.75,Two year,DSL,No
3148,Male,52,1411.63,Two year,None,No
3149,Male,22,1442.8,Month-to-month,Fiber,No
3150,Male,27,309.08,Month-to-month,DSL,Yes
3151,Male,15,1974.28,One year,Fiber,Yes
3152,Female,36,1792.32,Month-to-month,DSL,No
